,BBLE,LTFRONT,LTDEPTH,Latitude,STORIES,FULLVAL,AVTOT,BLDFRONT,BLDDEPTH,Manhattan,Bronx,Brooklyn,Queens,TAX2,TAX4
2441,2024500038,37.0,100.0,40.834906,5.0,628000,282600,37.0,83.0,0.0,1.0,0.0,0.0,1.0,0.0
2442,2027820177,16.0,82.0,40.83542,2.0,264000,7820,16.0,45.0,0.0,1.0,0.0,0.0,0.0,0.0
2443,2024770015,100.0,100.0,40.831529,6.0,1926000,866700,100.0,89.0,0.0,1.0,0.0,0.0,1.0,0.0
2444,2028980024,134.0,76.0,40.843969,,309000,139050,,,0.0,1.0,0.0,0.0,0.0,1.0
2445,2025790034,19.0,100.0,40.812363,3.0,510000,11427,19.0,64.0,0.0,1.0,0.0,0.0,0.0,0.0
2446,2022860113,16.0,100.0,40.810728,3.0,469000,9478,16.0,40.0,0.0,1.0,0.0,0.0,0.0,0.0
2447,1021610071,90.0,50.0,40.854753,5.0,611000,274950,78.0,49.0,1.0,0.0,0.0,0.0,1.0,0.0
2448,2028630032,125.0,76.0,40.853808,1.0,1572000,707400,125.0,76.0,0.0,1.0,0.0,0.0,0.0,1.0
2449,2023290161,21.0,75.0,40.816102,3.0,484000,29040,21.0,54.0,0.0,1.0,0.0,0.0,0.0,0.0
2450,2028800107,25.0,117.0,40.848563,2.0,585000,13285,20.0,83.0,0.0,1.0,0.0,0.0,0.0,0.0
2451,2028680062,25.0,144.0,40.851065,3.0,595000,35700,25.0,52.0,0.0,1.0,0.0,0.0,0.0,0.0
2452,2023601100,,,40.820707,3.0,223812,6250,25.0,43.0,0.0,1.0,0.0,0.0,0.0,0.0
2453,2025820001,120.0,81.0,40.810322,1.0,304000,136800,30.0,30.0,0.0,1.0,0.0,0.0,0.0,1.0
2454,2022750011,25.0,100.0,40.814657,5.0,592000,266400,25.0,88.0,0.0,1.0,0.0,0.0,1.0,0.0
2455,2026300001,29.0,97.0,40.820067,2.0,385000,15078,18.0,32.0,0.0,1.0,0.0,0.0,0.0,0.0
2456,2026510035,20.0,87.0,40.827589,3.0,343000,30326,20.0,56.0,0.0,1.0,0.0,0.0,1.0,0.0
2457,2026090030,72.0,51.0,,,300000,13795,,,0.0,1.0,0.0,0.0,0.0,0.0
2458,2023620010,25.0,88.0,40.816925,2.0,1807000,813150,25.0,88.0,0.0,1.0,0.0,0.0,0.0,1.0
2459,2028540030,100.0,100.0,40.853089,,379000,170550,,,0.0,1.0,0.0,0.0,0.0,1.0
2460,2027820018,25.0,100.0,40.83578,2.0,419000,15942,21.0,55.0,0.0,1.0,0.0,0.0,0.0,0.0
2461,2023641027,100.0,149.0,40.820332,9.0,47779,21501,100.0,142.0,0.0,1.0,0.0,0.0,1.0,0.0
2462,2028080021,78.0,109.0,40.850065,2.0,817000,367650,74.0,59.0,0.0,1.0,0.0,0.0,0.0,1.0
2463,1021870007,39.0,372.0,40.863273,1.0,2822000,1269900,150.0,100.0,1.0,0.0,0.0,0.0,0.0,1.0
2464,1021540090,16.0,74.0,40.850136,3.0,399000,83539,16.0,52.0,1.0,0.0,0.0,0.0,1.0,0.0
2465,2028910039,87.0,52.0,40.84663,6.0,4711000,2119950,57.0,57.0,0.0,1.0,0.0,0.0,0.0,1.0
2466,2022840119,16.0,100.0,40.809518,2.0,480000,7820,16.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0
2467,2028980058,28.0,65.0,40.842943,,68000,30600,,,0.0,1.0,0.0,0.0,0.0,1.0
2468,2027480139,20.0,100.0,40.825046,3.0,496000,22738,20.0,38.0,0.0,1.0,0.0,0.0,0.0,0.0
2469,1022180048,40.0,100.0,40.863099,5.0,1461000,657450,40.0,86.0,1.0,0.0,0.0,0.0,1.0,0.0
2470,2023341003,,,40.814815,7.0,2741791,1233806,,,0.0,1.0,0.0,0.0,0.0,1.0
2471,1022150272,40.0,125.0,40.877502,,735000,33402,20.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0
2472,2026950102,20.0,100.0,40.817402,2.0,595000,27670,20.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0
2473,2024210006,35.0,100.0,40.825924,,504000,12330,20.0,60.0,0.0,1.0,0.0,0.0,0.0,0.0
2474,2024050126,22.0,101.0,40.82256,3.0,594000,26712,22.0,47.0,0.0,1.0,0.0,0.0,0.0,0.0
2475,2028070009,20.0,100.0,40.85137,3.0,575000,14808,20.0,55.0,0.0,1.0,0.0,0.0,0.0,0.0
2476,2025650070,15.0,100.0,40.80326,2.0,370000,7795,15.0,32.0,0.0,1.0,0.0,0.0,0.0,0.0
2477,2027090005,36.0,100.0,40.817572,4.0,960000,159027,36.0,68.0,0.0,1.0,0.0,0.0,1.0,0.0
2478,2028690127,95.0,95.0,40.854163,1.0,1124000,505800,,,0.0,1.0,0.0,0.0,0.0,1.0
2479,2024490046,24.0,100.0,40.83288,2.0,527000,15225,20.0,64.0,0.0,1.0,0.0,0.0,0.0,0.0
2480,2023811076,200.0,110.0,40.822433,8.0,77856,35035,200.0,110.0,0.0,1.0,0.0,0.0,1.0,0.0
2481,2028590050,97.0,140.0,40.843669,,411000,184950,,,0.0,1.0,0.0,0.0,0.0,1.0
2482,2025520132,18.0,100.0,40.807337,2.0,421000,19887,18.0,30.0,0.0,1.0,0.0,0.0,0.0,0.0
2483,2026530181,21.0,100.0,40.814746,3.0,625000,29828,21.0,52.0,0.0,1.0,0.0,0.0,0.0,0.0
2484,2026560139,30.0,65.0,40.819485,2.0,425000,25500,20.0,38.0,0.0,1.0,0.0,0.0,0.0,0.0
2485,2028020031,25.0,95.0,40.84806,,447000,10866,18.0,45.0,0.0,1.0,0.0,0.0,0.0,0.0
2486,2028140080,82.0,172.0,40.85013,1.0,247000,111150,35.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0
2487,2027740246,125.0,200.0,40.807318,1.0,1770000,796500,125.0,200.0,0.0,1.0,0.0,0.0,0.0,1.0
2488,2023071002,,,40.814279,4.0,796000,296010,,,0.0,1.0,0.0,0.0,1.0,0.0
2489,1021450036,40.0,100.0,40.847564,5.0,763000,343350,40.0,85.0,1.0,0.0,0.0,0.0,1.0,0.0
2490,2023800033,25.0,100.0,40.822122,3.0,424000,39546,25.0,42.0,0.0,1.0,0.0,0.0,1.0,0.0
2491,1022200017,50.0,160.0,40.864085,5.0,873000,392850,50.0,110.0,1.0,0.0,0.0,0.0,1.0,0.0
2492,2028670084,45.0,73.0,40.84961,,548000,12597,21.0,51.0,0.0,1.0,0.0,0.0,0.0,0.0
2493,2024660032,161.0,95.0,40.835963,5.0,3123000,1405350,161.0,85.0,0.0,1.0,0.0,0.0,1.0,0.0
2494,2026630156,22.0,78.0,40.829291,3.0,408000,24480,22.0,52.0,0.0,1.0,0.0,0.0,0.0,0.0
2495,2023010023,25.0,100.0,40.810032,5.0,1001000,450450,25.0,96.0,0.0,1.0,0.0,0.0,1.0,0.0
2496,1021520072,75.0,119.0,40.848291,4.0,5274000,2373300,75.0,120.0,1.0,0.0,0.0,0.0,0.0,1.0
2497,2027680012,75.0,100.0,,1.0,168000,75600,,,0.0,1.0,0.0,0.0,0.0,1.0
2498,2027750155,137.0,100.0,,,529000,238050,,,0.0,1.0,0.0,0.0,0.0,1.0
2499,2026140054,34.0,100.0,40.82844,5.0,1078000,485100,34.0,89.0,0.0,1.0,0.0,0.0,1.0,0.0
2500,2026850129,28.0,100.0,40.814643,3.0,618000,23999,20.0,39.0,0.0,1.0,0.0,0.0,0.0,0.0
2501,1021670025,25.0,99.0,40.851756,3.0,628000,115671,25.0,52.0,1.0,0.0,0.0,0.0,1.0,0.0
2502,2028770198,20.0,100.0,40.848008,3.0,485000,25618,20.0,60.0,0.0,1.0,0.0,0.0,0.0,0.0
2503,2028800009,180.0,140.0,40.846731,13.0,8154000,3669300,,,0.0,1.0,0.0,0.0,1.0,0.0
2504,2026861008,,,40.815812,4.0,74590,33566,,,0.0,1.0,0.0,0.0,1.0,0.0
2505,2024540001,200.0,479.0,40.826216,10.0,74104000,33346800,200.0,479.0,0.0,1.0,0.0,0.0,0.0,1.0
2506,2026660019,20.0,117.0,40.820162,3.0,577000,10284,20.0,55.0,0.0,1.0,0.0,0.0,0.0,0.0
2507,2027610069,25.0,100.0,40.81933,2.0,630000,8536,21.0,57.0,0.0,1.0,0.0,0.0,0.0,0.0
2508,2022810060,200.0,100.0,40.807362,5.0,4805000,2162250,208.0,80.0,0.0,1.0,0.0,0.0,1.0,0.0
2509,1022150494,50.0,70.0,40.875883,4.0,1169000,526050,50.0,58.0,1.0,0.0,0.0,0.0,1.0,0.0
2510,2028800206,50.0,100.0,40.851561,2.0,435000,15225,26.0,40.0,0.0,1.0,0.0,0.0,0.0,0.0
2511,2026820043,20.0,126.0,40.82865,2.0,560000,14468,20.0,55.0,0.0,1.0,0.0,0.0,0.0,0.0
2512,2026950028,25.0,100.0,40.817634,2.0,627000,14814,20.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0
2513,2027610066,25.0,57.0,40.819207,3.0,675000,9045,25.0,34.0,0.0,1.0,0.0,0.0,0.0,0.0
2514,2026770025,35.0,92.0,40.82015,1.0,757000,340650,35.0,92.0,0.0,1.0,0.0,0.0,0.0,1.0
2515,1021610124,50.0,100.0,40.855354,6.0,1956000,880200,50.0,86.0,1.0,0.0,0.0,0.0,1.0,0.0
2516,2025720071,20.0,100.0,40.808216,3.0,530000,22179,20.0,38.0,0.0,1.0,0.0,0.0,0.0,0.0
2517,2023510040,150.0,74.0,,,896000,403200,,,0.0,1.0,0.0,0.0,0.0,1.0
2518,2024360071,20.0,90.0,40.834575,3.0,535000,15202,20.0,45.0,0.0,1.0,0.0,0.0,0.0,0.0
2519,2024730012,88.0,95.0,40.823976,6.0,1130000,508500,78.0,80.0,0.0,1.0,0.0,0.0,1.0,0.0
2520,2025660061,17.0,100.0,40.804348,,124000,55800,,,0.0,1.0,0.0,0.0,0.0,1.0
2521,2026530133,24.0,104.0,40.814352,3.0,681000,30403,25.0,56.0,0.0,1.0,0.0,0.0,0.0,0.0
2522,2027910104,21.0,95.0,40.842666,3.0,670000,35208,21.0,52.0,0.0,1.0,0.0,0.0,0.0,0.0
2523,2022950067,90.0,131.0,40.806321,13.0,5132000,2309400,90.0,63.0,0.0,1.0,0.0,0.0,1.0,0.0
2524,2027630352,25.0,100.0,40.815917,2.0,440000,13046,20.0,58.0,0.0,1.0,0.0,0.0,0.0,0.0
2525,2027540041,25.0,91.0,40.827888,2.0,305000,61922,20.0,68.0,0.0,1.0,0.0,0.0,1.0,0.0
2526,2022630079,20.0,85.0,40.80634,2.0,587000,29325,20.0,52.0,0.0,1.0,0.0,0.0,0.0,0.0
2527,2022870014,18.0,100.0,40.811998,3.0,382000,9583,18.0,47.0,0.0,1.0,0.0,0.0,0.0,0.0
2528,1021540061,16.0,79.0,40.84956,3.0,997000,22320,16.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0
2529,2027500009,16.0,97.0,40.825431,2.0,401000,21437,16.0,97.0,0.0,1.0,0.0,0.0,0.0,0.0
2530,2025161012,,,40.837838,4.0,67545,30395,20.0,52.0,0.0,1.0,0.0,0.0,1.0,0.0
2531,2028431002,,,40.840182,1.0,2431288,1094080,75.0,100.0,0.0,1.0,0.0,0.0,0.0,1.0
2532,1022430296,58.0,60.0,40.871886,,1800000,38154,34.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0
2533,2022920082,20.0,100.0,40.814291,3.0,600000,24539,20.0,39.0,0.0,1.0,0.0,0.0,0.0,0.0
2534,2026400024,66.0,158.0,40.826879,2.0,1130000,508500,51.0,80.0,0.0,1.0,0.0,0.0,0.0,1.0
2535,2025810032,25.0,100.0,40.812172,2.0,441000,8086,21.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0
2536,2027430011,42.0,117.0,40.824038,5.0,1676000,754200,42.0,104.0,0.0,1.0,0.0,0.0,1.0,0.0
2537,1021530081,150.0,219.0,40.848223,2.0,9334000,4200300,150.0,220.0,1.0,0.0,0.0,0.0,0.0,1.0
2538,2022820033,16.0,100.0,40.808274,3.0,272000,122400,16.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0
2539,2026180036,25.0,100.0,40.820691,,182000,10920,,,0.0,1.0,0.0,0.0,0.0,0.0
2540,1021800025,100.0,110.0,40.852675,5.0,2793000,1256850,100.0,96.0,1.0,0.0,0.0,0.0,1.0,0.0
2541,2023820035,50.0,77.0,40.823437,3.0,857000,41149,21.0,65.0,0.0,1.0,0.0,0.0,0.0,0.0
2542,2024040007,24.0,91.0,40.82267,4.0,758000,67523,24.0,50.0,0.0,1.0,0.0,0.0,1.0,0.0
2543,2023730037,20.0,100.0,40.831788,,54000,24300,,,0.0,1.0,0.0,0.0,0.0,1.0
2544,2022720129,20.0,99.0,40.813307,3.0,595000,22651,20.0,39.0,0.0,1.0,0.0,0.0,0.0,0.0
2545,1022150423,30.0,80.0,40.87624,,665000,27101,20.0,42.0,1.0,0.0,0.0,0.0,0.0,0.0
2546,2026900020,30.0,100.0,40.821195,3.0,490000,96709,30.0,45.0,0.0,1.0,0.0,0.0,1.0,0.0
2547,2025070011,75.0,100.0,40.831571,,557000,17845,21.0,59.0,0.0,1.0,0.0,0.0,0.0,0.0
2548,2028070052,80.0,100.0,40.852851,5.0,1031000,463950,80.0,87.0,0.0,1.0,0.0,0.0,1.0,0.0
2549,2025150041,25.0,89.0,40.837557,3.0,650000,32426,25.0,53.0,0.0,1.0,0.0,0.0,0.0,0.0
2550,2023280001,100.0,180.0,40.81648,4.0,5361000,2412450,100.0,180.0,0.0,1.0,0.0,0.0,0.0,1.0
2551,2026910092,50.0,126.0,40.825386,7.0,1094000,492300,50.0,70.0,0.0,1.0,0.0,0.0,1.0,0.0
2552,2028790067,27.0,100.0,40.853138,2.0,612000,23883,23.0,48.0,0.0,1.0,0.0,0.0,0.0,0.0
2553,2026240201,18.0,32.0,40.816636,2.0,406000,14396,18.0,32.0,0.0,1.0,0.0,0.0,0.0,0.0
2554,2027560048,25.0,100.0,40.823856,2.0,372000,73171,20.0,81.0,0.0,1.0,0.0,0.0,1.0,0.0
2555,2023650017,61.0,54.0,40.823259,5.0,585000,75281,61.0,54.0,0.0,1.0,0.0,0.0,1.0,0.0
2556,2022921002,,,40.813854,7.0,356593,160467,,,0.0,1.0,0.0,0.0,0.0,1.0
2557,2027620037,51.0,120.0,40.81786,5.0,744000,334800,51.0,112.0,0.0,1.0,0.0,0.0,1.0,0.0
2558,2023601053,,,40.820804,3.0,184675,5157,25.0,43.0,0.0,1.0,0.0,0.0,0.0,0.0
2559,2023750048,105.0,16.0,40.818776,2.0,1256000,565200,105.0,16.0,0.0,1.0,0.0,0.0,0.0,1.0
2560,2027770105,50.0,100.0,,,191000,85950,,,0.0,1.0,0.0,0.0,0.0,1.0
2561,2023800109,22.0,100.0,40.822707,3.0,612000,31752,22.0,46.0,0.0,1.0,0.0,0.0,0.0,0.0
2562,1021801439,,,40.852657,6.0,92618,41678,,,1.0,0.0,0.0,0.0,1.0,0.0
2563,2023601263,,,40.819589,3.0,223812,6250,25.0,43.0,0.0,1.0,0.0,0.0,0.0,0.0
2564,2026370138,18.0,87.0,40.821115,2.0,358000,14820,18.0,32.0,0.0,1.0,0.0,0.0,0.0,0.0
2565,2027440010,40.0,100.0,40.825548,5.0,741000,333450,40.0,88.0,0.0,1.0,0.0,0.0,1.0,0.0
2566,2024730033,158.0,178.0,40.824233,6.0,5677000,2554650,158.0,178.0,0.0,1.0,0.0,0.0,1.0,0.0
2567,1022211180,,,40.863813,5.0,84802,38161,,,1.0,0.0,0.0,0.0,1.0,0.0
2568,2027710233,50.0,100.0,40.808843,1.0,371000,166950,50.0,100.0,0.0,1.0,0.0,0.0,0.0,1.0
2569,2024430040,17.0,90.0,40.819713,3.0,411000,184950,17.0,40.0,0.0,1.0,0.0,0.0,0.0,1.0
2570,2023151013,,,40.81167,5.0,191787,86304,,,0.0,1.0,0.0,0.0,1.0,0.0
2571,2027450002,100.0,100.0,40.827088,,126000,56700,,,0.0,1.0,0.0,0.0,0.0,1.0
2572,1021700118,100.0,204.0,40.858508,1.0,1144000,514800,64.0,106.0,1.0,0.0,0.0,0.0,0.0,1.0
2573,2022890001,24.0,79.0,40.8128,4.0,774000,142741,24.0,60.0,0.0,1.0,0.0,0.0,1.0,0.0
2574,1021620048,18.0,100.0,40.848266,3.0,724000,325800,19.0,95.0,1.0,0.0,0.0,0.0,0.0,1.0
2575,2027310154,19.0,64.0,40.815332,2.0,472000,5013,19.0,42.0,0.0,1.0,0.0,0.0,0.0,0.0
2576,2026460116,30.0,90.0,40.819621,3.0,322000,19320,20.0,38.0,0.0,1.0,0.0,0.0,0.0,0.0
2577,2022850075,39.0,100.0,40.809943,3.0,200000,90000,22.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0
2578,2024720028,102.0,74.0,40.831072,5.0,1569000,706050,102.0,66.0,0.0,1.0,0.0,0.0,1.0,0.0
2579,2028240019,67.0,100.0,40.842937,9.0,21408000,9633600,67.0,98.0,0.0,1.0,0.0,0.0,0.0,1.0
2580,2023690005,16.0,83.0,40.82611,2.0,386000,6567,16.0,42.0,0.0,1.0,0.0,0.0,0.0,0.0
2581,2026140032,20.0,92.0,40.830134,2.0,490000,22387,20.0,55.0,0.0,1.0,0.0,0.0,0.0,0.0
2582,2027050052,29.0,100.0,40.824662,2.0,515000,22320,21.0,40.0,0.0,1.0,0.0,0.0,0.0,0.0
2583,2026740027,100.0,90.0,40.813738,6.0,2197000,988650,100.0,78.0,0.0,1.0,0.0,0.0,1.0,0.0
2584,2028720281,213.0,110.0,40.843946,6.0,2006000,902700,,,0.0,1.0,0.0,0.0,1.0,0.0
2585,1021700506,35.0,100.0,40.857025,4.0,1074000,483300,35.0,86.0,1.0,0.0,0.0,0.0,1.0,0.0
2586,2028210011,71.0,260.0,40.841784,1.0,3576000,1609200,71.0,260.0,0.0,1.0,0.0,0.0,0.0,1.0
2587,2028790085,45.0,105.0,40.85268,2.0,637000,13912,35.0,55.0,0.0,1.0,0.0,0.0,0.0,0.0
2588,2024730067,264.0,124.0,40.82262,6.0,3446000,1550700,264.0,114.0,0.0,1.0,0.0,0.0,1.0,0.0
2589,2023760027,23.0,100.0,40.819266,4.0,620000,76068,23.0,54.0,0.0,1.0,0.0,0.0,1.0,0.0
2590,2022890143,20.0,90.0,40.812177,3.0,544000,24653,20.0,38.0,0.0,1.0,0.0,0.0,0.0,0.0
2591,2022870083,25.0,100.0,40.811373,4.0,805000,46816,25.0,60.0,0.0,1.0,0.0,0.0,1.0,0.0
2592,2023641059,100.0,149.0,40.820332,9.0,45590,20516,100.0,142.0,0.0,1.0,0.0,0.0,1.0,0.0
2593,2027160002,20.0,100.0,40.824473,,156000,1296,,,0.0,1.0,0.0,0.0,0.0,0.0
2594,2025280064,25.0,57.0,40.83821,3.0,417000,23728,20.0,37.0,0.0,1.0,0.0,0.0,0.0,0.0
2595,2025720064,20.0,100.0,40.808904,3.0,530000,22584,20.0,38.0,0.0,1.0,0.0,0.0,0.0,0.0
2596,2027620060,25.0,100.0,40.817892,2.0,447000,11761,20.0,55.0,0.0,1.0,0.0,0.0,0.0,0.0
2597,2027650078,100.0,100.0,40.813844,6.0,1403000,631350,100.0,90.0,0.0,1.0,0.0,0.0,1.0,0.0
2598,2027040006,25.0,65.0,40.822613,2.0,501000,9105,25.0,55.0,0.0,1.0,0.0,0.0,0.0,0.0
2599,2024470053,71.0,105.0,40.828939,2.0,1529000,688050,71.0,105.0,0.0,1.0,0.0,0.0,0.0,1.0
2600,2027930020,28.0,85.0,40.842859,2.0,486000,16539,23.0,63.0,0.0,1.0,0.0,0.0,0.0,0.0
2601,1021700420,294.0,89.0,40.856859,5.0,4440000,1998000,287.0,89.0,1.0,0.0,0.0,0.0,1.0,0.0
2602,2028900013,18.0,93.0,40.845247,2.0,499000,25944,18.0,55.0,0.0,1.0,0.0,0.0,0.0,0.0
2603,2023880008,50.0,211.0,40.829195,1.0,634000,285300,50.0,211.0,0.0,1.0,0.0,0.0,0.0,1.0
2604,2027630095,75.0,100.0,40.815227,6.0,1615000,726750,75.0,88.0,0.0,1.0,0.0,0.0,1.0,0.0
2605,2023710038,25.0,80.0,40.828899,2.0,239000,7920,25.0,30.0,0.0,1.0,0.0,0.0,0.0,0.0
2606,2027820049,36.0,100.0,40.835675,3.0,812000,101311,28.0,72.0,0.0,1.0,0.0,0.0,1.0,0.0
2607,2027590160,274.0,105.0,,,482000,216900,,,0.0,1.0,0.0,0.0,0.0,1.0
2608,2026220120,22.0,93.0,40.825135,3.0,635000,30600,22.0,46.0,0.0,1.0,0.0,0.0,0.0,0.0
2609,2023020006,20.0,106.0,40.811016,3.0,523000,20520,20.0,38.0,0.0,1.0,0.0,0.0,0.0,0.0
2610,2028920038,26.0,95.0,40.847565,4.0,1415000,114037,26.0,85.0,0.0,1.0,0.0,0.0,1.0,0.0
2611,2025240025,30.0,95.0,40.830979,,527000,11493,22.0,40.0,0.0,1.0,0.0,0.0,0.0,0.0
2612,2025660006,100.0,100.0,40.805272,1.0,1488000,669600,100.0,100.0,0.0,1.0,0.0,0.0,0.0,1.0
2613,2028770229,20.0,100.0,40.848441,3.0,460000,24264,20.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0
2614,2026770131,22.0,77.0,40.819912,3.0,650000,24912,22.0,41.0,0.0,1.0,0.0,0.0,0.0,0.0
2615,2026620028,18.0,135.0,40.828331,4.0,499000,134980,18.0,75.0,0.0,1.0,0.0,0.0,1.0,0.0
2616,2027650162,29.0,100.0,40.812417,2.0,465000,13046,24.0,60.0,0.0,1.0,0.0,0.0,0.0,0.0
2617,2028480020,40.0,100.0,40.846305,5.0,1361000,612450,40.0,90.0,0.0,1.0,0.0,0.0,1.0,0.0
2618,1022481011,,,40.868948,6.0,111600,50220,,,1.0,0.0,0.0,0.0,1.0,0.0
2619,2023601085,,,40.820461,3.0,223812,6250,25.0,43.0,0.0,1.0,0.0,0.0,0.0,0.0
2620,1022430241,125.0,100.0,40.869396,6.0,5183000,2332350,125.0,87.0,1.0,0.0,0.0,0.0,1.0,0.0
2621,2023140028,16.0,75.0,40.81044,3.0,581000,23190,16.0,42.0,0.0,1.0,0.0,0.0,0.0,0.0
2622,2028660086,51.0,100.0,40.848058,5.0,1080000,486000,51.0,75.0,0.0,1.0,0.0,0.0,1.0,0.0
2623,2026790034,37.0,144.0,40.825058,,330000,148500,,,0.0,1.0,0.0,0.0,0.0,1.0
2624,2027490035,20.0,100.0,40.824555,3.0,628000,28872,20.0,53.0,0.0,1.0,0.0,0.0,0.0,0.0
2625,2027660254,180.0,81.0,40.814225,1.0,339000,152550,15.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0
2626,2026640051,15.0,75.0,40.81333,2.0,416000,21718,15.0,35.0,0.0,1.0,0.0,0.0,0.0,0.0
2627,2027680337,75.0,100.0,40.811152,1.0,720000,324000,75.0,100.0,0.0,1.0,0.0,0.0,0.0,1.0
2628,2024500108,20.0,100.0,40.834186,3.0,425000,25500,20.0,33.0,0.0,1.0,0.0,0.0,0.0,0.0
2629,2026771076,,,40.821124,3.0,231844,9074,,,0.0,1.0,0.0,0.0,0.0,0.0
2630,2028751002,223.0,359.0,40.845927,8.0,2806000,1262700,150.0,62.0,0.0,1.0,0.0,0.0,0.0,1.0
2631,2026771131,,,40.822036,3.0,231844,9074,,,0.0,1.0,0.0,0.0,0.0,0.0
2632,1021440001,50.0,100.0,40.845698,5.0,1450000,652500,50.0,90.0,1.0,0.0,0.0,0.0,1.0,0.0
2633,2028990044,26.0,75.0,40.845541,4.0,930000,47850,26.0,58.0,0.0,1.0,0.0,0.0,1.0,0.0
2634,2026520146,15.0,87.0,40.828755,3.0,307000,16027,16.0,34.0,0.0,1.0,0.0,0.0,0.0,0.0
2635,1021770008,125.0,98.0,40.848142,6.0,4412000,1985400,114.0,96.0,1.0,0.0,0.0,0.0,1.0,0.0
2636,2026030030,75.0,100.0,40.812398,6.0,977000,439650,75.0,90.0,0.0,1.0,0.0,0.0,1.0,0.0
2637,2027820117,16.0,87.0,40.836075,2.0,335000,8686,16.0,44.0,0.0,1.0,0.0,0.0,0.0,0.0
2638,2023690066,16.0,25.0,40.826186,,1000,450,,,0.0,1.0,0.0,0.0,0.0,1.0
2639,2026300047,50.0,100.0,40.821801,2.0,234000,105300,20.0,44.0,0.0,1.0,0.0,0.0,0.0,1.0
2640,2026230158,45.0,25.0,40.814746,3.0,547000,24613,45.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0
2641,2027720157,125.0,100.0,40.809308,1.0,597000,268650,125.0,100.0,0.0,1.0,0.0,0.0,0.0,1.0
2642,1021801513,,,40.853574,6.0,67089,30190,,,1.0,0.0,0.0,0.0,1.0,0.0
2643,2027830018,16.0,100.0,40.836302,2.0,391000,9134,16.0,60.0,0.0,1.0,0.0,0.0,0.0,0.0
2644,2022800053,25.0,100.0,40.806401,5.0,1488000,118322,25.0,82.0,0.0,1.0,0.0,0.0,1.0,0.0
2645,2025460141,25.0,100.0,40.803761,1.0,131000,58950,25.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0
2646,2027270041,100.0,100.0,40.825971,,610000,274500,,,0.0,1.0,0.0,0.0,0.0,1.0
2647,2025770009,77.0,100.0,40.810083,,220000,99000,,,0.0,1.0,0.0,0.0,0.0,1.0
2648,2026470030,32.0,87.0,40.819785,2.0,389000,15909,18.0,32.0,0.0,1.0,0.0,0.0,0.0,0.0
2649,2025960040,175.0,263.0,40.802229,1.0,3083000,1387350,108.0,178.0,0.0,1.0,0.0,0.0,0.0,1.0
2650,1022230012,100.0,150.0,40.866104,6.0,4736000,2131200,100.0,142.0,1.0,0.0,0.0,0.0,1.0,0.0
2651,1022320009,99.0,60.0,40.869253,5.0,1695000,762750,100.0,59.0,1.0,0.0,0.0,0.0,1.0,0.0
2652,2026360106,18.0,98.0,40.819271,2.0,357000,14235,18.0,32.0,0.0,1.0,0.0,0.0,0.0,0.0
2653,2026360004,18.0,98.0,40.819191,2.0,357000,14235,18.0,32.0,0.0,1.0,0.0,0.0,0.0,0.0
2654,2023601009,,,40.821392,2.0,184675,5157,21.0,43.0,0.0,1.0,0.0,0.0,0.0,0.0
2655,2023930021,30.0,96.0,40.831908,1.0,82000,36900,,25.0,0.0,1.0,0.0,0.0,0.0,1.0
2656,2024390067,20.0,85.0,40.83397,2.0,402000,13255,20.0,60.0,0.0,1.0,0.0,0.0,0.0,0.0
2657,2027080015,25.0,100.0,40.815438,2.0,721000,16789,25.0,57.0,0.0,1.0,0.0,0.0,0.0,0.0
2658,2025230138,44.0,63.0,40.834382,3.0,672000,35640,39.0,40.0,0.0,1.0,0.0,0.0,0.0,0.0
2659,2027370127,50.0,100.0,40.814608,1.0,322000,144900,50.0,100.0,0.0,1.0,0.0,0.0,0.0,1.0
2660,2023470013,18.0,100.0,40.819678,3.0,338000,11761,18.0,36.0,0.0,1.0,0.0,0.0,0.0,0.0
2661,2026980082,20.0,80.0,40.821347,3.0,838000,36404,20.0,80.0,0.0,1.0,0.0,0.0,0.0,0.0
2662,2025320026,150.0,90.0,40.841911,6.0,2550000,1147500,150.0,80.0,0.0,1.0,0.0,0.0,1.0,0.0
2663,2024100062,25.0,118.0,40.817573,4.0,455000,204750,25.0,90.0,0.0,1.0,0.0,0.0,1.0,0.0
2664,2028120027,24.0,105.0,40.851204,3.0,674000,30741,23.0,53.0,0.0,1.0,0.0,0.0,0.0,0.0
2665,2024330020,19.0,51.0,40.830071,3.0,402000,24120,19.0,40.0,0.0,1.0,0.0,0.0,0.0,0.0
2666,2026010054,75.0,123.0,40.809008,1.0,1155000,519750,75.0,120.0,0.0,1.0,0.0,0.0,0.0,1.0
